model-1702474193,1702474194.044,0.02,4.4455,0.02,4.4413,0
model-1702474193,1702474194.064,0.01,4.4449,0.0,4.4458,0
model-1702474193,1702474194.085,0.04,4.4375,0.01,4.4508,0
model-1702474193,1702474194.107,0.0,4.466,0.01,4.4458,0
model-1702474193,1702474194.13,0.0,4.4381,0.01,4.4496,0
model-1702474193,1702474194.152,0.0,4.4618,0.0,4.4461,0
model-1702474193,1702474194.174,0.01,4.4417,0.0,4.4449,0
model-1702474193,1702474194.195,0.02,4.4441,0.0,4.4442,0
model-1702474193,1702474194.217,0.02,4.4381,0.0,4.4446,0
model-1702474193,1702474194.237,0.01,4.4425,0.0,4.4434,0
model-1702474193,1702474194.258,0.01,4.4482,0.0,4.4427,0
model-1702474193,1702474194.279,0.02,4.4396,0.0,4.4432,0
model-1702474193,1702474194.3,0.0,4.4421,0.0,4.4434,0
model-1702474193,1702474194.32,0.0,4.4415,0.0,4.4437,0
model-1702474193,1702474194.338,0.02,4.4476,0.0,4.4421,0
model-1702474193,1702474194.355,0.01,4.4476,0.0,4.4424,0
model-1702474193,1702474194.371,0.02,4.4466,0.01,4.4425,0
model-1702474193,1702474194.387,0.04,4.4421,0.0,4.4423,0
model-1702474193,1702474194.403,0.03,4.4442,0.0,4.4423,0
model-1702474193,1702474194.42,0.01,4.447,0.0,4.4417,0
model-1702474193,1702474194.437,0.01,4.4402,0.0,4.4418,0
model-1702474193,1702474194.453,0.0,4.4469,0.0,4.4417,0
model-1702474193,1702474194.47,0.03,4.4431,0.01,4.442,0
model-1702474193,1702474194.487,0.01,4.4427,0.01,4.4421,0
model-1702474193,1702474194.504,0.01,4.4479,0.01,4.4412,0
model-1702474193,1702474194.521,0.01,4.4508,0.01,4.4416,0
model-1702474193,1702474194.537,0.0,4.4406,0.01,4.441,0
model-1702474193,1702474194.556,0.0,4.4385,0.01,4.4418,0
model-1702474193,1702474194.573,0.01,4.4474,0.01,4.4416,0
model-1702474193,1702474194.593,0.01,4.442,0.01,4.4416,0
model-1702474193,1702474194.611,0.01,4.4415,0.01,4.442,0
model-1702474193,1702474194.627,0.01,4.4476,0.01,4.442,0
model-1702474193,1702474194.644,0.0,4.4441,0.01,4.4422,0
model-1702474193,1702474194.661,0.02,4.4422,0.0,4.4432,0
model-1702474193,1702474194.677,0.01,4.4441,0.0,4.4428,0
model-1702474193,1702474194.699,0.0,4.4436,0.01,4.4419,0
model-1702474193,1702474194.717,0.01,4.4426,0.01,4.442,0
model-1702474193,1702474194.734,0.02,4.4447,0.01,4.4426,0
model-1702474193,1702474194.751,0.01,4.4454,0.01,4.4421,0
model-1702474193,1702474194.768,0.01,4.4451,0.01,4.4418,0
model-1702474193,1702474194.784,0.02,4.4458,0.01,4.4412,0
model-1702474193,1702474194.801,0.0,4.4462,0.01,4.4414,0
model-1702474193,1702474194.819,0.0,4.4391,0.01,4.4418,0
model-1702474193,1702474194.836,0.0,4.4498,0.01,4.4419,0
model-1702474193,1702474194.853,0.01,4.4449,0.01,4.4409,0
model-1702474193,1702474194.869,0.01,4.4416,0.0,4.441,0
model-1702474193,1702474194.886,0.01,4.4466,0.01,4.4414,0
model-1702474193,1702474194.904,0.03,4.437,0.02,4.4398,0
model-1702474193,1702474194.92,0.02,4.4454,0.01,4.4399,0
model-1702474193,1702474194.937,0.02,4.4435,0.01,4.4402,0
model-1702474193,1702474194.954,0.02,4.4483,0.01,4.4397,0
model-1702474193,1702474194.971,0.0,4.4482,0.01,4.4394,0
model-1702474193,1702474194.988,0.0,4.4457,0.01,4.4396,0
model-1702474193,1702474195.004,0.01,4.4474,0.01,4.4401,0
model-1702474193,1702474195.021,0.0,4.4515,0.01,4.4397,0
model-1702474193,1702474195.038,0.01,4.4401,0.01,4.439,0
model-1702474193,1702474195.054,0.0,4.4437,0.01,4.4377,0
model-1702474193,1702474195.071,0.01,4.4385,0.01,4.4369,0
model-1702474193,1702474195.087,0.0,4.4269,0.01,4.4358,0
model-1702474193,1702474195.104,0.01,4.4438,0.01,4.4341,0
model-1702474193,1702474195.12,0.02,4.4378,0.01,4.4306,0
model-1702474193,1702474195.137,0.04,4.4299,0.02,4.4331,0
model-1702474193,1702474195.154,0.01,4.4258,0.03,4.4285,0
model-1702474193,1702474195.17,0.02,4.4262,0.03,4.4305,0
model-1702474193,1702474195.187,0.04,4.4395,0.05,4.4311,0
model-1702474193,1702474195.208,0.01,4.4197,0.03,4.4255,0
model-1702474193,1702474195.225,0.01,4.4116,0.02,4.4288,0
model-1702474193,1702474195.243,0.02,4.4172,0.01,4.4379,0
model-1702474193,1702474195.26,0.02,4.4244,0.02,4.4292,0
model-1702474193,1702474195.277,0.01,4.4429,0.03,4.4261,0
model-1702474193,1702474195.293,0.02,4.4518,0.03,4.4193,0
model-1702474193,1702474195.31,0.0,4.4419,0.02,4.418,0
model-1702474193,1702474195.327,0.02,4.3846,0.03,4.4128,0
model-1702474193,1702474195.343,0.0,4.4408,0.02,4.4052,0
model-1702474193,1702474195.36,0.04,4.3875,0.02,4.3971,0
model-1702474193,1702474195.377,0.03,4.4212,0.02,4.4,0
model-1702474193,1702474195.393,0.0,4.4231,0.03,4.4041,0
model-1702474193,1702474195.409,0.0,4.436,0.02,4.4199,0
model-1702474193,1702474195.426,0.0,4.4077,0.01,4.4299,0
model-1702474193,1702474195.443,0.01,4.4163,0.01,4.425,0
model-1702474193,1702474195.46,0.0,4.4247,0.03,4.4223,0
model-1702474193,1702474195.477,0.02,4.4273,0.02,4.4104,0
model-1702474193,1702474195.493,0.04,4.3746,0.03,4.4059,0
model-1702474193,1702474195.51,0.0,4.4669,0.02,4.4071,0
model-1702474193,1702474195.53,0.01,4.4008,0.02,4.3978,0
model-1702474193,1702474195.547,0.03,4.3901,0.01,4.4101,1
model-1702474193,1702474195.564,0.04,4.4099,0.01,4.4129,1
model-1702474193,1702474195.58,0.01,4.3684,0.02,4.4209,1
model-1702474193,1702474195.598,0.04,4.3696,0.03,4.4185,1
model-1702474193,1702474195.615,0.02,4.415,0.02,4.4094,1
model-1702474193,1702474195.634,0.01,4.3731,0.03,4.4151,1
model-1702474193,1702474195.651,0.0,4.377,0.03,4.4224,1
model-1702474193,1702474195.67,0.01,4.3735,0.02,4.4406,1
model-1702474193,1702474195.687,0.04,4.3373,0.04,4.4279,1
model-1702474193,1702474195.703,0.01,4.441,0.03,4.427,1
model-1702474193,1702474195.72,0.04,4.3724,0.05,4.4146,1
model-1702474193,1702474195.737,0.02,4.3729,0.04,4.4237,1
model-1702474193,1702474195.753,0.01,4.488,0.04,4.4259,1
model-1702474193,1702474195.77,0.02,4.4258,0.04,4.4261,1
model-1702474193,1702474195.787,0.02,4.3904,0.04,4.4246,1
model-1702474193,1702474195.804,0.02,4.3778,0.04,4.4251,1
model-1702474193,1702474195.821,0.0,4.4208,0.03,4.4167,1
model-1702474193,1702474195.838,0.0,4.406,0.05,4.4179,1
model-1702474193,1702474195.855,0.0,4.4151,0.05,4.4192,1
model-1702474193,1702474195.872,0.0,4.4246,0.05,4.417,1
model-1702474193,1702474195.889,0.02,4.3862,0.04,4.4185,1
model-1702474193,1702474195.905,0.01,4.4155,0.01,4.4146,1
model-1702474193,1702474195.921,0.01,4.3807,0.02,4.4156,1
model-1702474193,1702474195.938,0.01,4.4188,0.03,4.4159,1
model-1702474193,1702474195.954,0.02,4.4487,0.01,4.4159,1
model-1702474193,1702474195.97,0.02,4.3769,0.01,4.4229,1
model-1702474193,1702474195.986,0.02,4.3673,0.02,4.4206,1
model-1702474193,1702474196.002,0.02,4.3788,0.01,4.4238,1
model-1702474193,1702474196.018,0.0,4.3644,0.01,4.4431,1
model-1702474193,1702474196.034,0.01,4.3748,0.0,4.474,1
model-1702474193,1702474196.05,0.0,4.4555,0.01,4.4817,1
model-1702474193,1702474196.066,0.0,4.4181,0.01,4.4502,1
